order_id,order_date,category,channel,units_sold,unit_price,revenue,cost,profit
ORD10000,2024-04-12,Home,Online,8,498.4855171087841,3987.884136870273,2754.7236049468047,1233.1605319234682
ORD10001,2024-12-14,Clothing,Online,1,99.89167656361236,99.89167656361236,72.89700260177557,26.994673961836796
ORD10002,2024-09-27,Books,Retail,2,301.12951275066416,602.2590255013283,315.44156310994373,286.8174623913846
ORD10003,2024-04-16,Clothing,Online,7,211.5735399921688,1481.0147799451815,761.4156366227577,719.5991433224239
ORD10004,2024-03-12,Beauty,Retail,4,71.92934697877689,287.71738791510757,145.5373566331375,142.18003128197006
ORD10005,2024-07-07,Electronics,Online,8,23.643514712932564,189.1481177034605,105.28706934783082,83.86104835562969
ORD10006,2024-01-21,Electronics,Online,3,315.1388183234883,945.4164549704649,590.2447829695355,355.17167200092933
ORD10007,2024-04-12,Books,Online,6,405.31120625667177,2431.8672375400306,1898.6750929268428,533.1921446131878
ORD10008,2024-05-01,Electronics,Retail,9,422.5876741383046,3803.289067244741,2423.143535171611,1380.1455320731302
ORD10009,2024-08-02,Electronics,Online,1,246.52960180769787,246.52960180769787,144.73174356889126,101.79785823880661
ORD10010,2024-11-26,Books,Online,1,390.95317891936895,390.95317891936895,261.38370157279667,129.56947734657228
ORD10011,2024-03-28,Books,Online,8,339.6950954093869,2717.5607632750953,1450.0370869154037,1267.5236763596915
ORD10012,2024-04-09,Beauty,Online,3,364.88471847457527,1094.6541554237258,747.4865246150165,347.1676308087093
ORD10013,2024-12-25,Electronics,Online,5,251.3735125586889,1256.8675627934444,842.7668869127106,414.1006758807339
ORD10014,2024-05-31,Electronics,Retail,1,320.37175271864226,320.37175271864226,236.30553523526356,84.0662174833787
ORD10015,2024-05-10,Beauty,Online,5,404.70769765226794,2023.5384882613398,1610.7493515299814,412.78913673135844
ORD10016,2024-05-29,Home,Online,6,204.9632460229413,1229.7794761376476,707.4454520559852,522.3340240816624
ORD10017,2024-11-04,Home,Online,8,404.929661425116,3239.437291400928,2115.018679461488,1124.4186119394403
ORD10018,2024-09-14,Home,Online,3,300.0882529666408,900.2647588999225,695.5982282176387,204.6665306822838
ORD10019,2024-12-09,Beauty,Retail,3,91.29150194168525,273.87450582505573,201.45030038506937,72.42420543998637
ORD10020,2024-10-20,Electronics,Online,9,22.09523704004646,198.85713336041815,128.5058327451368,70.35130061528136
ORD10021,2024-07-10,Beauty,Online,4,187.74926419558452,750.9970567823381,588.4899263190176,162.50713046332044
ORD10022,2024-10-03,Beauty,Online,4,277.88120086520655,1111.5248034608262,574.8484030840189,536.6764003768074
ORD10023,2024-06-09,Home,Retail,7,421.5119725797093,2950.583808057965,2299.3887398234624,651.1950682345027
ORD10024,2024-11-09,Clothing,Retail,2,72.46798326872064,144.9359665374413,74.66408458840701,70.27188194903428
ORD10025,2024-01-22,Electronics,Online,8,402.1011103649538,3216.8088829196304,2136.576870219467,1080.2320127001635
ORD10026,2024-09-09,Home,Online,6,432.8744325729412,2597.246595437647,1992.431713909051,604.8148815285961
ORD10027,2024-08-23,Clothing,Online,3,83.83686863040856,251.51060589122568,145.57843405423816,105.93217183698752
ORD10028,2024-12-10,Clothing,Retail,9,427.2812164590673,3845.530948131606,2467.579339436494,1377.9516086951116
ORD10029,2024-02-18,Books,Online,5,495.8122482429681,2479.0612412148407,1480.7399667099523,998.3212745048884
ORD10030,2024-02-28,Electronics,Online,8,366.1510272136364,2929.208217709091,2301.312444757077,627.8957729520139
ORD10031,2024-06-18,Clothing,Online,7,394.5371440942441,2761.760008659709,2063.293443799203,698.466564860506
ORD10032,2024-07-06,Home,Online,8,497.263481103848,3978.107848830784,2835.1992675274996,1142.9085813032843
ORD10033,2024-09-27,Books,Online,7,306.6858127577132,2146.8006893039924,1451.8557506276793,694.9449386763131
ORD10034,2024-07-08,Electronics,Retail,3,160.8643271879622,482.5929815638866,360.10004225897893,122.49293930490768
ORD10035,2024-06-23,Beauty,Online,2,420.3901086972673,840.7802173945346,519.3332192319309,321.4469981626037
ORD10036,2024-02-20,Home,Online,7,311.0980309806993,2177.6862168648954,1381.2313602914835,796.4548565734119
ORD10037,2024-12-29,Clothing,Online,3,294.7857576232687,884.3572728698061,635.8533358085039,248.50393706130228
ORD10038,2024-02-24,Clothing,Retail,3,134.28142220187874,402.8442666056362,244.6579698759369,158.1862967296993
ORD10039,2024-08-31,Home,Online,2,380.60379209561444,761.2075841912289,395.1963566128703,366.01122757835856
ORD10040,2024-11-15,Clothing,Retail,4,50.01696517144717,200.06786068578867,104.49552019531968,95.57234049046899
ORD10041,2024-05-10,Books,Online,8,462.900664689384,3703.205317515072,1979.7663005291513,1723.4390169859205
ORD10042,2024-11-02,Electronics,Online,1,169.65349577753753,169.65349577753753,129.09009090407497,40.56340487346256
ORD10043,2024-05-14,Books,Online,1,72.60957986709532,72.60957986709532,46.591238646437084,26.018341220658236
ORD10044,2024-01-21,Clothing,Online,5,226.7596012201852,1133.798006100926,809.3783857347328,324.41962036619316
ORD10045,2024-11-24,Beauty,Online,5,30.810255535701245,154.0512776785062,95.18409438777715,58.86718329072906
ORD10046,2024-06-15,Electronics,Retail,1,345.4668351898335,345.4668351898335,199.54623326470957,145.92060192512392
ORD10047,2024-09-30,Electronics,Online,6,452.3257001182245,2713.954200709347,1639.6561928373283,1074.2980078720186
ORD10048,2024-03-29,Home,Online,1,420.2588734978693,420.2588734978693,310.2580900874033,110.000783410466
ORD10049,2024-11-11,Home,Online,5,72.41104198946172,362.05520994730864,248.93643159686434,113.1187783504443
ORD10050,2024-01-14,Beauty,Retail,9,71.87285718278861,646.8557146450975,505.383152305851,141.47256233924645
ORD10051,2024-08-29,Electronics,Retail,5,408.5828963388894,2042.914481694447,1438.030861476683,604.883620217764
ORD10052,2024-09-21,Beauty,Online,6,462.8845945555268,2777.307567333161,1863.724711854585,913.582855478576
ORD10053,2024-12-11,Home,Retail,8,235.72821661840968,1885.8257329472774,1288.1298672398032,597.6958657074742
ORD10054,2024-02-22,Home,Online,1,254.4958472877453,254.4958472877453,199.19680902805857,55.29903825968674
ORD10055,2024-12-05,Electronics,Online,2,165.94840027900568,331.89680055801136,244.42881032488847,87.46799023312289
ORD10056,2024-04-01,Books,Retail,9,448.18990794564286,4033.709171510786,2045.9471936532334,1987.7619778575524
ORD10057,2024-09-20,Clothing,Retail,3,326.00242359325443,978.0072707797633,645.7213873197232,332.28588346004005
ORD10058,2024-02-04,Home,Online,6,151.24327281201056,907.4596368720634,641.1216159321733,266.33802093989004
ORD10059,2024-07-24,Home,Online,5,156.40360681658328,782.0180340829164,566.6577307104159,215.36030337250054
ORD10060,2024-03-21,Books,Online,2,446.68803580116514,893.3760716023303,503.81285657486916,389.5632150274611
ORD10061,2024-02-19,Books,Retail,7,16.68067171385252,116.76470199696763,88.75906260979309,28.00563938717454
ORD10062,2024-12-25,Beauty,Online,4,168.13602063605282,672.5440825442113,529.1260370140333,143.418045530178
ORD10063,2024-01-02,Beauty,Online,1,281.63477379602085,281.63477379602085,160.81756538271316,120.8172084133077
ORD10064,2024-02-23,Clothing,Online,4,82.62655642866906,330.50622571467625,252.76608394377524,77.740141770901
ORD10065,2024-04-15,Clothing,Online,6,55.128389557799,330.770337346794,175.00847807127403,155.76185927551998
ORD10066,2024-09-16,Electronics,Online,7,409.48540223437436,2866.3978156406206,1481.102293827407,1385.2955218132136
ORD10067,2024-11-05,Beauty,Retail,7,448.25815043776856,3137.80705306438,1690.5473319480466,1447.2597211163334
ORD10068,2024-07-09,Home,Online,7,413.56714619111284,2894.97002333779,1497.6326199205653,1397.3374034172246
ORD10069,2024-08-05,Beauty,Online,3,450.4060659713004,1351.2181979139011,1018.1478726483971,333.07032526550404
ORD10070,2024-02-13,Home,Online,6,281.02486581860205,1686.1491949116123,872.9448035171251,813.2043913944872
ORD10071,2024-06-10,Books,Retail,8,408.0064792852675,3264.05183428214,1898.0437177798644,1366.0081165022757
ORD10072,2024-07-20,Beauty,Online,4,198.1808928116392,792.7235712465568,421.03681537944703,371.6867558671098
ORD10073,2024-09-26,Books,Online,8,336.47125212472884,2691.7700169978307,1584.4474624118664,1107.3225545859643
ORD10074,2024-12-16,Clothing,Retail,2,494.5294103806906,989.0588207613812,521.4000024509342,467.65881831044703
ORD10075,2024-10-30,Clothing,Retail,9,120.60658468117244,1085.459262130552,760.2567257609726,325.2025363695793
ORD10076,2024-09-27,Electronics,Retail,9,201.05087568262948,1809.4578811436654,977.1037181514928,832.3541629921726
ORD10077,2024-08-02,Beauty,Retail,8,245.22321488194194,1961.7857190555355,1482.234611171679,479.5511078838565
ORD10078,2024-09-08,Books,Online,1,77.62758863982535,77.62758863982535,57.844765537698976,19.782823102126372
ORD10079,2024-07-08,Home,Retail,2,49.70891912787782,99.41783825575564,50.11638369880324,49.3014545569524
ORD10080,2024-10-22,Clothing,Online,6,416.56420449759594,2499.3852269855756,1921.3221796116202,578.0630473739554
ORD10081,2024-07-31,Clothing,Retail,5,488.6292426855172,2443.146213427586,1242.7876660693348,1200.3585473582514
ORD10082,2024-07-26,Home,Retail,9,208.31528127653274,1874.8375314887946,1072.2078393148533,802.6296921739413
ORD10083,2024-08-24,Books,Retail,5,52.94841973538011,264.7420986769005,134.94347983119593,129.7986188457046
ORD10084,2024-12-03,Books,Online,2,42.24776273838248,84.49552547676495,50.76094431298331,33.73458116378164
ORD10085,2024-02-22,Beauty,Online,4,446.74592111654636,1786.9836844661854,1168.9731714659747,618.0105130002107
ORD10086,2024-10-06,Beauty,Online,9,237.26898236656316,2135.4208412990683,1578.062037572202,557.3588037268664
ORD10087,2024-08-04,Electronics,Retail,1,166.81338511557203,166.81338511557203,100.32064651993089,66.49273859564114
ORD10088,2024-09-08,Clothing,Retail,1,243.46602290730576,243.46602290730576,173.26186660603508,70.20415630127067
ORD10089,2024-07-06,Beauty,Online,7,165.9690063992502,1161.7830447947513,646.2433721286584,515.5396726660929
ORD10090,2024-02-10,Books,Online,3,249.6275299007338,748.8825897022014,543.0743296850058,205.8082600171956
ORD10091,2024-06-05,Home,Online,2,431.18263448978905,862.3652689795781,492.2372174497452,370.12805152983293
ORD10092,2024-01-15,Books,Retail,9,300.2276718204269,2702.0490463838423,1467.384014465299,1234.6650319185433
ORD10093,2024-10-27,Clothing,Retail,3,350.38034867698593,1051.1410460309578,584.0377788931531,467.10326713780466
ORD10094,2024-03-05,Books,Online,2,188.68863135482493,377.37726270964987,209.30057692016155,168.07668578948832
ORD10095,2024-12-10,Electronics,Online,8,371.8678804701542,2974.9430437612336,1945.1928785023977,1029.750165258836
ORD10096,2024-11-22,Clothing,Retail,6,336.6423715908924,2019.8542295453544,1521.837505014446,498.0167245309085
ORD10097,2024-01-09,Home,Retail,6,68.58537889850766,411.51227339104594,215.58367655751954,195.9285968335264
ORD10098,2024-12-09,Electronics,Online,7,290.59499802663646,2034.1649861864553,1448.5022300460078,585.6627561404475
ORD10099,2024-05-08,Clothing,Online,7,135.80431319178143,950.6301923424701,661.9275464107582,288.7026459317119
ORD10100,2024-05-15,Home,Online,6,404.0068781204605,2424.041268722763,1846.5279456668932,577.5133230558699
ORD10101,2024-03-03,Electronics,Online,4,218.70947714880035,874.8379085952014,501.4958166643456,373.34209193085576
ORD10102,2024-05-18,Electronics,Online,9,497.3952409462787,4476.557168516509,2842.761338613181,1633.7958299033276
ORD10103,2024-03-21,Clothing,Online,6,55.32521459009226,331.95128754055355,258.1745204663215,73.77676707423205
ORD10104,2024-06-11,Beauty,Retail,4,392.3704527426777,1569.4818109707107,1095.495220089511,473.98659088119985
ORD10105,2024-10-15,Electronics,Online,3,340.1138494356567,1020.34154830697,629.1737434470986,391.16780485987147
ORD10106,2024-09-17,Electronics,Retail,4,386.07442698944567,1544.2977079577827,833.0308064710899,711.2669014866927
ORD10107,2024-08-18,Home,Online,3,160.6895997903236,482.0687993709708,278.9951494689407,203.07364990203007
ORD10108,2024-02-10,Books,Online,2,251.10669979737628,502.21339959475256,338.67496005148547,163.5384395432671
ORD10109,2024-01-28,Clothing,Online,5,400.2891746646171,2001.4458733230856,1431.935219160913,569.5106541621726
ORD10110,2024-05-14,Clothing,Online,2,123.94525249421895,247.8905049884379,133.198153803218,114.6923511852199
ORD10111,2024-07-19,Beauty,Retail,6,120.75626642643952,724.5375985586371,492.5980269477159,231.93957161092123
ORD10112,2024-11-23,Beauty,Retail,3,280.0149671145169,840.0449013435507,558.718386392694,281.3265149508567
ORD10113,2024-09-24,Clothing,Online,6,266.5461539696293,1599.2769238177757,1046.2255876377599,553.0513361800158
ORD10114,2024-02-02,Beauty,Online,9,148.3086105023371,1334.777494521034,943.7369890397076,391.04050548132636
ORD10115,2024-02-17,Home,Retail,1,156.05706875716317,156.05706875716317,117.23551309076106,38.821555666402105
ORD10116,2024-03-02,Clothing,Online,6,146.1441299712171,876.8647798273025,523.3978731412637,353.4669066860388
ORD10117,2024-08-03,Beauty,Online,9,388.04091037925895,3492.3681934133306,2677.6114655967376,814.756727816593
ORD10118,2024-10-19,Clothing,Retail,4,329.4314241256057,1317.7256965024228,722.3641599720554,595.3615365303674
ORD10119,2024-04-08,Books,Online,2,417.88441987102385,835.7688397420477,461.2668075319068,374.5020322101409
ORD10120,2024-06-20,Electronics,Online,4,487.9817838738707,1951.9271354954828,1132.1794567416407,819.7476787538421
ORD10121,2024-12-25,Clothing,Online,1,242.34050517327336,242.34050517327336,129.86040397958854,112.48010119368482
ORD10122,2024-08-01,Electronics,Retail,3,42.680001888669935,128.0400056660098,72.8670252830209,55.1729803829889
ORD10123,2024-02-04,Beauty,Online,9,33.565232101897365,302.0870889170763,160.68723036309447,141.39985855398183
ORD10124,2024-08-14,Electronics,Online,5,154.87586924309338,774.3793462154669,578.0941029325714,196.2852432828954
ORD10125,2024-04-10,Clothing,Retail,6,466.94684878270095,2801.6810926962057,1517.6445854600456,1284.03650723616
ORD10126,2024-05-10,Books,Online,3,266.37439693572867,799.123190807186,578.7164380074879,220.4067527996981
ORD10127,2024-09-13,Beauty,Retail,5,143.17539287926328,715.8769643963165,368.22861249244323,347.6483519038732
ORD10128,2024-01-05,Clothing,Online,8,205.5917293103996,1644.7338344831967,1290.3859598487643,354.3478746344324
ORD10129,2024-08-05,Beauty,Retail,6,303.3116026282887,1819.8696157697323,1298.2003984568437,521.6692173128886
ORD10130,2024-09-11,Home,Online,4,329.9453324875427,1319.7813299501709,662.5816523547003,657.1996775954706
ORD10131,2024-12-24,Electronics,Online,2,85.42055979362347,170.84111958724694,124.56998970308366,46.27112988416327
ORD10132,2024-10-09,Home,Online,9,488.74552150713623,4398.709693564226,2877.7439852302136,1520.965708334012
ORD10133,2024-07-25,Clothing,Online,1,276.9383912215665,276.9383912215665,203.22003654480235,73.71835467676416
ORD10134,2024-01-15,Books,Retail,1,76.48727571821686,76.48727571821686,50.232945104159306,26.254330614057558
ORD10135,2024-12-11,Beauty,Retail,4,447.8812741396055,1791.525096558422,1240.2861842706693,551.2389122877528
ORD10136,2024-02-11,Electronics,Online,7,46.572831228920116,326.0098186024408,239.91046140222866,86.09935720021215
ORD10137,2024-06-27,Beauty,Online,1,454.7903622569812,454.7903622569812,282.6669527982603,172.12340945872091
ORD10138,2024-03-03,Clothing,Retail,9,498.3171715816014,4484.854544234412,2246.070969525823,2238.783574708589
ORD10139,2024-12-17,Beauty,Retail,4,353.2115815866869,1412.8463263467477,1066.676298489609,346.1700278571386
ORD10140,2024-08-18,Electronics,Online,3,387.519138326255,1162.557414978765,714.1207820983582,448.43663288040693
ORD10141,2024-08-28,Clothing,Online,1,175.27838986906832,175.27838986906832,113.72286603126918,61.55552383779914
ORD10142,2024-02-21,Beauty,Online,4,471.37265783962755,1885.4906313585102,947.1384949847817,938.3521363737285
ORD10143,2024-04-05,Books,Online,9,269.55984339310015,2426.038590537901,1571.1695574303649,854.8690331075363
ORD10144,2024-08-09,Clothing,Online,6,368.8703388328019,2213.2220329968113,1761.6057122281031,451.6163207687082
ORD10145,2024-08-18,Clothing,Online,6,462.81278079652697,2776.8766847791617,1620.252836226284,1156.6238485528777
ORD10146,2024-08-24,Books,Online,1,487.83818822799907,487.83818822799907,301.7891338781869,186.0490543498122
ORD10147,2024-05-22,Home,Retail,2,418.2701347323704,836.5402694647408,590.7287661781847,245.8115032865561
ORD10148,2024-06-19,Electronics,Online,6,158.4785784211947,950.8714705271682,707.8649511079179,243.00651941925025
ORD10149,2024-01-29,Home,Online,2,483.60828311052035,967.2165662210407,604.7207111127016,362.49585510833913
ORD10150,2024-02-05,Beauty,Online,3,317.7785703093502,953.3357109280505,565.233373278916,388.1023376491345
ORD10151,2024-01-13,Books,Online,4,466.01481341246034,1864.0592536498414,1456.4784850570397,407.58076859280163
ORD10152,2024-06-08,Home,Online,5,341.2914626490324,1706.457313245162,1199.8843507737874,506.57296247137447
ORD10153,2024-11-22,Clothing,Online,9,160.54709130538305,1444.9238217484474,774.0549263215381,670.8688954269093
ORD10154,2024-07-05,Beauty,Online,4,191.31201682997983,765.2480673199193,398.4481113180605,366.7999560018588
ORD10155,2024-08-30,Beauty,Online,9,279.73117078044083,2517.5805370239677,1624.002976421187,893.5775606027807
ORD10156,2024-03-26,Home,Online,3,397.1072723643422,1191.3218170930265,674.3203377687814,517.0014793242451
ORD10157,2024-10-10,Home,Online,8,165.81145015676412,1326.491601254113,764.3183932871158,562.1732079669972
ORD10158,2024-03-06,Books,Retail,1,294.0682714057541,294.0682714057541,224.46456225915367,69.60370914660044
ORD10159,2024-06-18,Electronics,Online,9,179.35624685243675,1614.2062216719307,850.4765209465078,763.729700725423
ORD10160,2024-02-14,Home,Retail,9,409.7270082712025,3687.5430744408227,2635.1523338651455,1052.3907405756772
ORD10161,2024-03-02,Home,Online,2,238.69676594629573,477.39353189259145,277.5292333422982,199.86429855029326
ORD10162,2024-05-13,Clothing,Online,4,47.59418515791376,190.37674063165505,138.61301289618245,51.7637277354726
ORD10163,2024-10-10,Beauty,Online,8,91.36573552595283,730.9258842076226,523.8716960890121,207.05418811861057
ORD10164,2024-01-28,Electronics,Online,7,39.941287133619824,279.58900993533877,140.41451328957424,139.17449664576452
ORD10165,2024-04-17,Clothing,Retail,1,254.65844354701937,254.65844354701937,166.22591131629474,88.43253223072463
ORD10166,2024-02-13,Books,Retail,5,62.10527570063131,310.52637850315654,168.241901546915,142.28447695624155
ORD10167,2024-12-05,Books,Retail,7,65.92858496171974,461.5000947320382,350.67920436747255,110.82089036456563
ORD10168,2024-10-12,Home,Online,4,471.11364741880476,1884.454589675219,1434.9665000144666,449.4880896607524
ORD10169,2024-11-26,Home,Online,1,437.60098536626714,437.60098536626714,273.7210539580681,163.879931408199
ORD10170,2024-05-07,Books,Online,9,231.52243243756934,2083.701891938124,1319.6473432497207,764.0545486884032
ORD10171,2024-12-13,Home,Online,5,493.0446072166008,2465.223036083004,1456.9095446428037,1008.3134914402003
ORD10172,2024-08-18,Electronics,Online,2,10.091398803624926,20.182797607249853,14.430334772422134,5.752462834827719
